YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,5,9,6,OO,6403,N107SY,SFO,PHX,830,831.0,1.0,15.0,846.0,119.0,110.0,89.0,651,1015.0,6.0,1029,1021.0,-8.0,0,0,,,,,,
2015,1,13,2,WN,1115,N556WN,LAS,TUS,1545,1610.0,25.0,23.0,1633.0,70.0,78.0,53.0,365,1826.0,2.0,1755,1828.0,33.0,0,0,,8.0,0.0,25.0,0.0,0.0
2015,4,15,3,HA,257,N476HA,KOA,HNL,1430,1433.0,3.0,9.0,1442.0,44.0,46.0,30.0,163,1512.0,7.0,1514,1519.0,5.0,0,0,,,,,,
2015,8,16,7,UA,1992,N14214,LGA,IAH,1824,1843.0,19.0,10.0,1853.0,238.0,222.0,190.0,1416,2103.0,22.0,2122,2125.0,3.0,0,0,,,,,,
2015,10,27,2,WN,3175,N687SW,12191,15016,540,536.0,-4.0,13.0,549.0,115.0,111.0,95.0,687,724.0,3.0,735,727.0,-8.0,0,0,,,,,,
2015,7,30,4,EV,6136,N12142,ORD,CHS,1059,1055.0,-4.0,10.0,1105.0,135.0,123.0,108.0,760,1353.0,5.0,1414,1358.0,-16.0,0,0,,,,,,
2015,6,21,7,DL,2517,N928AT,VPS,ATL,525,523.0,-2.0,12.0,535.0,68.0,65.0,49.0,250,724.0,4.0,733,728.0,-5.0,0,0,,,,,,
2015,12,9,3,AA,1254,N3DLAA,SJU,MIA,1550,1540.0,-10.0,10.0,1550.0,184.0,166.0,141.0,1045,1711.0,15.0,1754,1726.0,-28.0,0,0,,,,,,
2015,1,9,5,UA,1279,N17719,EGE,IAH,1426,1420.0,-6.0,13.0,1433.0,154.0,142.0,123.0,934,1736.0,6.0,1800,1742.0,-18.0,0,0,,,,,,
2015,12,11,5,B6,112,N316JB,ORD,BOS,1847,1846.0,-1.0,19.0,1905.0,134.0,117.0,94.0,867,2139.0,4.0,2201,2143.0,-18.0,0,0,,,,,,
2015,5,2,6,AA,1343,N528AA,DSM,DFW,720,709.0,-11.0,10.0,719.0,124.0,106.0,88.0,624,847.0,8.0,924,855.0,-29.0,0,0,,,,,,
2015,7,18,6,OO,6292,N963SW,DEN,GJT,958,957.0,-1.0,21.0,1018.0,62.0,64.0,38.0,212,1056.0,5.0,1100,1101.0,1.0,0,0,,,,,,
2015,10,15,4,WN,2929,N457WN,11278,13342,610,604.0,-6.0,18.0,622.0,120.0,126.0,100.0,634,702.0,8.0,710,710.0,0.0,0,0,,,,,,
2015,2,13,5,AS,150,N506AS,ANC,LAX,2340,2328.0,-12.0,21.0,2349.0,320.0,311.0,283.0,2345,532.0,7.0,600,539.0,-21.0,0,0,,,,,,
2015,8,4,2,MQ,3656,N855MQ,ORD,EVV,2015,2013.0,-2.0,11.0,2024.0,75.0,56.0,42.0,272,2106.0,3.0,2130,2109.0,-21.0,0,0,,,,,,
2015,11,29,7,AA,1305,N3MLAA,ORD,JFK,1835,1835.0,0.0,13.0,1848.0,141.0,124.0,97.0,740,2125.0,14.0,2156,2139.0,-17.0,0,0,,,,,,
2015,12,6,7,DL,949,N979AT,MIA,LGA,1340,1335.0,-5.0,15.0,1350.0,183.0,163.0,142.0,1096,1612.0,6.0,1643,1618.0,-25.0,0,0,,,,,,
2015,8,11,2,VX,174,N628VA,SFO,EWR,800,1121.0,201.0,17.0,1138.0,334.0,347.0,326.0,2565,2004.0,4.0,1634,2008.0,214.0,0,0,,114.0,0.0,100.0,0.0,0.0
2015,1,8,4,WN,7,N208WN,ATL,LGA,1355,1402.0,7.0,12.0,1414.0,130.0,124.0,99.0,762,1553.0,13.0,1605,1606.0,1.0,0,0,,,,,,
2015,1,29,4,OO,2722,N896SK,PHX,ABQ,952,946.0,-6.0,21.0,1007.0,79.0,79.0,47.0,328,1054.0,11.0,1111,1105.0,-6.0,0,0,,,,,,
2015,9,18,5,DL,108,N541US,MCO,ATL,1630,1629.0,-1.0,57.0,1726.0,106.0,130.0,66.0,404,1832.0,7.0,1816,1839.0,23.0,0,0,,23.0,0.0,0.0,0.0,0.0
2015,10,7,3,WN,2773,N708SW,12892,11540,1205,1202.0,-3.0,19.0,1221.0,110.0,119.0,96.0,715,1457.0,4.0,1455,1501.0,6.0,0,0,,,,,,
2015,1,21,3,DL,1381,N979AT,ATL,HSV,1719,1714.0,-5.0,8.0,1722.0,53.0,42.0,29.0,151,1651.0,5.0,1712,1656.0,-16.0,0,0,,,,,,
2015,4,9,4,WN,4908,N637SW,LBB,DAL,1515,1524.0,9.0,12.0,1536.0,65.0,64.0,48.0,293,1624.0,4.0,1620,1628.0,8.0,0,0,,,,,,
2015,11,5,4,EV,4159,N16976,CLE,BOS,1328,1324.0,-4.0,9.0,1333.0,105.0,91.0,75.0,563,1448.0,7.0,1513,1455.0,-18.0,0,0,,,,,,
2015,4,28,2,B6,57,N323JB,BOS,IAD,630,622.0,-8.0,18.0,640.0,104.0,89.0,67.0,413,747.0,4.0,814,751.0,-23.0,0,0,,,,,,
2015,2,5,4,WN,4909,N7708E,BUR,SMF,2110,2115.0,5.0,7.0,2122.0,75.0,65.0,54.0,358,2216.0,4.0,2225,2220.0,-5.0,0,0,,,,,,
2015,10,3,6,AS,373,N483AS,14893,14747,600,557.0,-3.0,14.0,611.0,109.0,114.0,93.0,605,744.0,7.0,749,751.0,2.0,0,0,,,,,,
2015,12,31,4,B6,66,N655JB,ABQ,JFK,2359,15.0,16.0,9.0,24.0,227.0,214.0,190.0,1826,534.0,15.0,546,549.0,3.0,0,0,,,,,,
2015,4,20,1,WN,129,N8651A,BNA,LAS,1450,1446.0,-4.0,9.0,1455.0,245.0,258.0,222.0,1587,1637.0,27.0,1655,1704.0,9.0,0,0,,,,,,
2015,3,27,5,WN,629,N392SW,GEG,OAK,1805,1825.0,20.0,7.0,1832.0,125.0,127.0,114.0,723,2026.0,6.0,2010,2032.0,22.0,0,0,,2.0,0.0,0.0,20.0,0.0
2015,12,28,1,AA,2427,N3BTAA,DFW,ONT,2155,2325.0,90.0,18.0,2343.0,193.0,189.0,163.0,1188,26.0,8.0,2308,34.0,86.0,0,0,,0.0,0.0,30.0,56.0,0.0
2015,10,24,6,HA,188,N485HA,12173,12758,1528,1523.0,-5.0,12.0,1535.0,47.0,47.0,30.0,163,1605.0,5.0,1615,1610.0,-5.0,0,0,,,,,,
2015,8,23,7,NK,188,N630NK,LAS,DTW,821,819.0,-2.0,13.0,832.0,234.0,220.0,200.0,1749,1452.0,7.0,1515,1459.0,-16.0,0,0,,,,,,
2015,2,6,5,WN,943,N560WN,PVD,TPA,1400,1427.0,27.0,6.0,1433.0,210.0,171.0,159.0,1136,1712.0,6.0,1730,1718.0,-12.0,0,0,,,,,,
2015,11,1,7,AA,657,N110UW,CLT,IAH,1310,1307.0,-3.0,28.0,1335.0,160.0,180.0,137.0,912,1452.0,15.0,1450,1507.0,17.0,0,0,,17.0,0.0,0.0,0.0,0.0
2015,2,3,2,OO,5553,N794SK,PDX,SFO,1603,1550.0,-13.0,12.0,1602.0,104.0,100.0,84.0,550,1726.0,4.0,1747,1730.0,-17.0,0,0,,,,,,
2015,1,7,3,WN,4391,N731SA,STL,FLL,1455,1512.0,17.0,6.0,1518.0,160.0,150.0,134.0,1056,1832.0,10.0,1835,1842.0,7.0,0,0,,,,,,
2015,12,5,6,EV,5113,N937EV,ATL,DHN,1025,1023.0,-2.0,18.0,1041.0,59.0,50.0,30.0,170,1011.0,2.0,1024,1013.0,-11.0,0,0,,,,,,
2015,12,17,4,EV,3833,N13988,EWR,RDU,2205,2159.0,-6.0,26.0,2225.0,102.0,112.0,79.0,416,2344.0,7.0,2347,2351.0,4.0,0,0,,,,,,
2015,8,25,2,EV,5144,N200PQ,FSD,MSP,515,507.0,-8.0,9.0,516.0,57.0,51.0,37.0,196,553.0,5.0,612,558.0,-14.0,0,0,,,,,,
2015,7,1,3,DL,807,N957AT,EWR,ATL,700,658.0,-2.0,17.0,715.0,148.0,131.0,105.0,746,900.0,9.0,928,909.0,-19.0,0,0,,,,,,
2015,10,13,2,DL,795,N971DL,11986,13487,1618,1615.0,-3.0,8.0,1623.0,87.0,81.0,67.0,408,1630.0,6.0,1645,1636.0,-9.0,0,0,,,,,,
2015,6,20,6,OO,4541,N457SW,LWS,SLC,525,523.0,-2.0,12.0,535.0,83.0,80.0,63.0,461,738.0,5.0,748,743.0,-5.0,0,0,,,,,,
2015,5,22,5,WN,2866,N8639B,PVD,MDW,600,557.0,-3.0,8.0,605.0,160.0,153.0,133.0,842,718.0,12.0,740,730.0,-10.0,0,0,,,,,,
2015,1,19,1,OO,4582,N427SW,FSD,MSP,1110,1105.0,-5.0,21.0,1126.0,67.0,59.0,34.0,196,1200.0,4.0,1217,1204.0,-13.0,0,0,,,,,,
2015,10,13,2,DL,444,N817DN,14869,12478,1110,1118.0,8.0,19.0,1137.0,275.0,253.0,229.0,1990,1726.0,5.0,1745,1731.0,-14.0,0,0,,,,,,
2015,9,20,7,DL,1694,N899AT,DTW,STL,1725,1721.0,-4.0,17.0,1738.0,93.0,96.0,73.0,440,1751.0,6.0,1758,1757.0,-1.0,0,0,,,,,,
2015,2,24,2,AA,2301,N201AA,DFW,ORD,950,947.0,-3.0,17.0,1004.0,133.0,145.0,119.0,802,1203.0,9.0,1203,1212.0,9.0,0,0,,,,,,
2015,4,6,1,EV,3273,N16559,LFT,IAH,820,817.0,-3.0,18.0,835.0,67.0,69.0,45.0,201,920.0,6.0,927,926.0,-1.0,0,0,,,,,,
2015,12,10,4,B6,748,N523JB,LAS,JFK,1211,1215.0,4.0,20.0,1235.0,289.0,278.0,251.0,2248,1946.0,7.0,2000,1953.0,-7.0,0,0,,,,,,
2015,10,18,7,NK,972,N640NK,14107,11298,100,56.0,-4.0,9.0,105.0,124.0,125.0,111.0,868,456.0,5.0,504,501.0,-3.0,0,0,,,,,,
2015,2,21,6,WN,4221,N635SW,GEG,PHX,1300,1256.0,-4.0,8.0,1304.0,155.0,140.0,126.0,1020,1610.0,6.0,1635,1616.0,-19.0,0,0,,,,,,
2015,1,26,1,EV,4649,N17560,CLT,EWR,1437,,,,,113.0,,,529,,,1630,,,0,1,C,,,,,
2015,4,27,1,DL,1321,N358NW,MSP,BOI,2005,1959.0,-6.0,13.0,2012.0,186.0,162.0,145.0,1142,2137.0,4.0,2211,2141.0,-30.0,0,0,,,,,,
2015,11,1,7,F9,1392,N928FR,RSW,CLE,1025,1024.0,-1.0,9.0,1033.0,155.0,146.0,131.0,1025,1244.0,6.0,1300,1250.0,-10.0,0,0,,,,,,
2015,5,27,3,MQ,3617,N537MQ,ORD,CMH,2140,2140.0,0.0,30.0,2210.0,77.0,81.0,45.0,296,2355.0,6.0,2357,1.0,4.0,0,0,,,,,,
2015,4,4,6,AS,66,N762AS,ANC,CDV,1535,1536.0,1.0,7.0,1543.0,45.0,41.0,30.0,160,1613.0,4.0,1620,1617.0,-3.0,0,0,,,,,,
2015,8,16,7,EV,4642,N13133,EVV,ORD,1024,1028.0,4.0,14.0,1042.0,76.0,74.0,54.0,272,1136.0,6.0,1140,1142.0,2.0,0,0,,,,,,
2015,7,10,5,MQ,3342,N690MQ,DFW,GRI,1150,1143.0,-7.0,11.0,1154.0,111.0,103.0,84.0,561,1318.0,8.0,1341,1326.0,-15.0,0,0,,,,,,
2015,10,11,7,AA,680,N908AW,12892,14107,1005,1013.0,8.0,29.0,1042.0,89.0,80.0,48.0,370,1130.0,3.0,1134,1133.0,-1.0,0,0,,,,,,
2015,6,4,4,UA,1753,N57862,SFO,MCO,2230,2248.0,18.0,15.0,2303.0,324.0,310.0,289.0,2446,652.0,6.0,654,658.0,4.0,0,0,,,,,,
2015,3,4,3,OO,5240,N724SK,ASE,ORD,750,,,,,169.0,,,1013,,,1139,,,0,1,B,,,,,
2015,12,15,2,AA,1709,N111US,CLT,FLL,950,953.0,3.0,25.0,1018.0,128.0,118.0,89.0,632,1147.0,4.0,1158,1151.0,-7.0,0,0,,,,,,
2015,8,18,2,AA,559,N289AY,CLT,PHL,1600,1608.0,8.0,20.0,1628.0,98.0,113.0,71.0,449,1739.0,22.0,1738,1801.0,23.0,0,0,,15.0,0.0,8.0,0.0,0.0
2015,4,11,6,UA,1537,N17139,MCO,EWR,1637,1747.0,70.0,30.0,1817.0,181.0,164.0,119.0,937,2016.0,15.0,1938,2031.0,53.0,0,0,,0.0,0.0,0.0,39.0,14.0
2015,8,11,2,DL,2330,N680DA,ATL,TPA,1225,1225.0,0.0,15.0,1240.0,85.0,92.0,71.0,406,1351.0,6.0,1350,1357.0,7.0,0,0,,,,,,
2015,2,16,1,UA,1127,N27477,SFO,EWR,2234,2251.0,17.0,13.0,2304.0,325.0,306.0,285.0,2565,649.0,8.0,659,657.0,-2.0,0,0,,,,,,
2015,10,20,2,AA,61,N7ASAA,13303,11298,900,927.0,27.0,13.0,940.0,193.0,185.0,158.0,1121,1118.0,14.0,1113,1132.0,19.0,0,0,,0.0,0.0,19.0,0.0,0.0
2015,1,1,4,B6,476,N597JB,MCO,PVD,2020,2013.0,-7.0,12.0,2025.0,152.0,150.0,134.0,1072,2239.0,4.0,2252,2243.0,-9.0,0,0,,,,,,
2015,8,30,7,DL,1263,N999DN,PVD,ATL,700,654.0,-6.0,15.0,709.0,157.0,162.0,138.0,903,927.0,9.0,937,936.0,-1.0,0,0,,,,,,
2015,12,27,7,F9,520,N920FR,DEN,CLE,700,733.0,33.0,10.0,743.0,181.0,155.0,139.0,1201,1202.0,6.0,1201,1208.0,7.0,0,0,,,,,,
2015,5,9,6,WN,37,N514SW,AMA,DAL,1340,1421.0,41.0,8.0,1429.0,65.0,81.0,66.0,323,1535.0,7.0,1445,1542.0,57.0,0,0,,16.0,0.0,3.0,38.0,0.0
2015,8,21,5,DL,2091,N941DN,TPA,ATL,1245,1243.0,-2.0,18.0,1301.0,93.0,96.0,66.0,406,1407.0,12.0,1418,1419.0,1.0,0,0,,,,,,
2015,1,15,4,EV,2500,N879AS,LAW,DFW,1245,1241.0,-4.0,8.0,1249.0,48.0,52.0,31.0,140,1320.0,13.0,1333,1333.0,0.0,0,0,,,,,,
2015,11,29,7,EV,4747,N13913,IAH,CLL,2115,2201.0,46.0,18.0,2219.0,44.0,42.0,20.0,74,2239.0,4.0,2159,2243.0,44.0,0,0,,0.0,0.0,42.0,2.0,0.0
2015,8,18,2,WN,156,N922WN,MDW,HOU,1625,1618.0,-7.0,11.0,1629.0,155.0,158.0,142.0,937,1851.0,5.0,1900,1856.0,-4.0,0,0,,,,,,
2015,5,5,2,AS,365,N462AS,OAK,SEA,925,915.0,-10.0,10.0,925.0,113.0,112.0,94.0,672,1059.0,8.0,1118,1107.0,-11.0,0,0,,,,,,
2015,7,2,4,WN,136,N7811F,SMF,SNA,850,847.0,-3.0,7.0,854.0,85.0,92.0,70.0,404,1004.0,15.0,1015,1019.0,4.0,0,0,,,,,,
2015,5,1,5,NK,906,N604NK,LAX,IAH,1418,1417.0,-1.0,10.0,1427.0,189.0,193.0,174.0,1379,1921.0,9.0,1927,1930.0,3.0,0,0,,,,,,
2015,8,27,4,DL,2131,N359NB,DTW,LGA,2145,2150.0,5.0,10.0,2200.0,104.0,83.0,68.0,502,2308.0,5.0,2329,2313.0,-16.0,0,0,,,,,,
2015,12,20,7,OO,5649,N151SY,DEN,BUR,1850,1858.0,8.0,21.0,1919.0,158.0,164.0,139.0,850,2038.0,4.0,2028,2042.0,14.0,0,0,,,,,,
2015,10,1,4,WN,1881,N8306H,12889,13796,1805,1806.0,1.0,10.0,1816.0,90.0,81.0,65.0,407,1921.0,6.0,1935,1927.0,-8.0,0,0,,,,,,
2015,4,1,3,US,1785,N747UW,CLT,MEM,2230,2225.0,-5.0,21.0,2246.0,99.0,105.0,79.0,511,2305.0,5.0,2309,2310.0,1.0,0,0,,,,,,
2015,11,24,2,F9,1271,N223FR,ORD,LAX,2105,2101.0,-4.0,23.0,2124.0,265.0,257.0,226.0,1744,2310.0,8.0,2330,2318.0,-12.0,0,0,,,,,,
2015,1,11,7,WN,1983,N921WN,SAN,MDW,1045,1039.0,-6.0,23.0,1102.0,230.0,262.0,232.0,1728,1654.0,7.0,1635,1701.0,26.0,0,0,,26.0,0.0,0.0,0.0,0.0
2015,6,16,2,US,1797,N751UW,CLT,MSY,1114,1112.0,-2.0,11.0,1123.0,109.0,102.0,88.0,651,1151.0,3.0,1203,1154.0,-9.0,0,0,,,,,,
2015,7,2,4,UA,1296,N77867,LAX,KOA,928,950.0,22.0,10.0,1000.0,339.0,303.0,287.0,2504,1147.0,6.0,1207,1153.0,-14.0,0,0,,,,,,
2015,10,10,6,WN,878,N514SW,12191,14683,1015,1115.0,60.0,12.0,1127.0,55.0,49.0,34.0,192,1201.0,3.0,1110,1204.0,54.0,0,0,,0.0,0.0,0.0,54.0,0.0
2015,6,11,4,AA,74,N3CXAA,LAX,IAD,2225,2225.0,0.0,17.0,2242.0,299.0,293.0,272.0,2288,614.0,4.0,624,618.0,-6.0,0,0,,,,,,
2015,7,29,3,WN,1814,N409WN,LAX,MSY,1505,1509.0,4.0,30.0,1539.0,225.0,240.0,207.0,1670,2106.0,3.0,2050,2109.0,19.0,0,0,,19.0,0.0,0.0,0.0,0.0
2015,11,13,5,DL,1666,N623DL,ATL,RDU,1455,1458.0,3.0,13.0,1511.0,81.0,77.0,54.0,356,1605.0,10.0,1616,1615.0,-1.0,0,0,,,,,,
2015,9,8,2,WN,2844,N8623F,PHX,DEN,1340,1342.0,2.0,6.0,1348.0,105.0,87.0,77.0,602,1605.0,4.0,1625,1609.0,-16.0,0,0,,,,,,
2015,4,13,1,DL,1423,N934DL,ATL,STL,1141,1137.0,-4.0,13.0,1150.0,97.0,93.0,76.0,484,1206.0,4.0,1218,1210.0,-8.0,0,0,,,,,,
2015,5,25,1,AA,2438,N3DCAA,LAX,SFO,1015,1008.0,-7.0,56.0,1104.0,88.0,113.0,54.0,337,1158.0,3.0,1143,1201.0,18.0,0,0,,18.0,0.0,0.0,0.0,0.0
2015,8,19,3,DL,1778,N942AT,MEM,ATL,1717,2009.0,172.0,19.0,2028.0,92.0,91.0,64.0,332,2232.0,8.0,1949,2240.0,171.0,0,0,,0.0,0.0,0.0,171.0,0.0
2015,1,29,4,US,2029,N524UW,CLT,SFO,1635,1627.0,-8.0,25.0,1652.0,346.0,345.0,315.0,2296,1907.0,5.0,1921,1912.0,-9.0,0,0,,,,,,
2015,12,7,1,UA,1596,N811UA,IAH,DCA,1435,1433.0,-2.0,17.0,1450.0,182.0,168.0,149.0,1208,1819.0,2.0,1837,1821.0,-16.0,0,0,,,,,,
2015,6,2,2,OO,5176,N724SK,ORD,BNA,1123,1122.0,-1.0,13.0,1135.0,86.0,80.0,63.0,409,1238.0,4.0,1249,1242.0,-7.0,0,0,,,,,,
2015,11,11,3,UA,1403,N37253,IAH,ORD,1015,1013.0,-2.0,20.0,1033.0,165.0,154.0,112.0,925,1225.0,22.0,1300,1247.0,-13.0,0,0,,,,,,
2015,4,19,7,UA,1411,,IAH,ORD,2109,,,,,158.0,,,925,,,2347,,,0,1,A,,,,,
2015,7,28,2,AS,328,N778AS,SEA,SJC,1755,1754.0,-1.0,20.0,1814.0,123.0,129.0,105.0,697,1959.0,4.0,1958,2003.0,5.0,0,0,,,,,,
2015,6,25,4,DL,2381,N827DN,SLC,SFO,2145,2143.0,-2.0,13.0,2156.0,124.0,117.0,78.0,599,2214.0,26.0,2249,2240.0,-9.0,0,0,,,,,,
2015,12,24,4,WN,4026,N930WN,GSP,MDW,555,554.0,-1.0,16.0,610.0,110.0,113.0,92.0,562,642.0,5.0,645,647.0,2.0,0,0,,,,,,
2015,8,28,5,UA,253,N831UA,AUS,IAH,605,554.0,-11.0,12.0,606.0,62.0,43.0,28.0,140,634.0,3.0,707,637.0,-30.0,0,0,,,,,,
2015,7,4,6,WN,1241,N7811F,STL,LGA,1405,1400.0,-5.0,8.0,1408.0,145.0,121.0,109.0,888,1657.0,4.0,1730,1701.0,-29.0,0,0,,,,,,
2015,10,17,6,AA,1202,N3BRAA,13303,11278,1115,1108.0,-7.0,9.0,1117.0,153.0,130.0,114.0,919,1311.0,7.0,1348,1318.0,-30.0,0,0,,,,,,
2015,7,4,6,HA,339,N487HA,OGG,LIH,1130,1121.0,-9.0,9.0,1130.0,45.0,53.0,34.0,201,1204.0,10.0,1215,1214.0,-1.0,0,0,,,,,,
2015,4,8,3,WN,2584,N948WN,DCA,MDW,2055,2118.0,23.0,11.0,2129.0,115.0,111.0,93.0,601,2202.0,7.0,2150,2209.0,19.0,0,0,,0.0,0.0,0.0,19.0,0.0
2015,9,27,7,UA,1259,N67815,MCO,EWR,1039,1038.0,-1.0,12.0,1050.0,157.0,141.0,121.0,937,1251.0,8.0,1316,1259.0,-17.0,0,0,,,,,,
2015,12,9,3,UA,485,N655UA,ORD,EWR,1300,1256.0,-4.0,24.0,1320.0,134.0,142.0,101.0,719,1601.0,17.0,1614,1618.0,4.0,0,0,,,,,,
2015,8,1,6,DL,2543,N335NB,RSW,LGA,758,753.0,-5.0,11.0,804.0,172.0,192.0,141.0,1080,1025.0,40.0,1050,1105.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0
2015,3,24,2,MQ,3458,N907MQ,ORD,MLI,820,853.0,33.0,18.0,911.0,53.0,54.0,32.0,139,943.0,4.0,913,947.0,34.0,0,0,,1.0,0.0,33.0,0.0,0.0
2015,5,17,7,US,1845,N675AW,PHL,TPA,955,948.0,-7.0,18.0,1006.0,165.0,145.0,121.0,920,1207.0,6.0,1240,1213.0,-27.0,0,0,,,,,,
2015,7,13,1,WN,1269,N710SW,MDW,FLL,535,533.0,-2.0,12.0,545.0,175.0,157.0,142.0,1167,907.0,3.0,930,910.0,-20.0,0,0,,,,,,
2015,10,27,2,DL,2290,N909DE,14122,10397,605,602.0,-3.0,10.0,612.0,109.0,105.0,88.0,526,740.0,7.0,754,747.0,-7.0,0,0,,,,,,
2015,1,30,5,DL,1906,N920AT,HSV,ATL,530,529.0,-1.0,11.0,540.0,65.0,46.0,31.0,151,711.0,4.0,735,715.0,-20.0,0,0,,,,,,
2015,11,25,3,UA,471,N73406,MFE,IAH,1053,1043.0,-10.0,8.0,1051.0,77.0,67.0,52.0,316,1143.0,7.0,1210,1150.0,-20.0,0,0,,,,,,
2015,12,13,7,WN,2973,N413WN,DEN,LGA,1750,1832.0,42.0,14.0,1846.0,215.0,209.0,184.0,1620,2350.0,11.0,2325,1.0,36.0,0,0,,0.0,0.0,0.0,36.0,0.0
2015,6,21,7,AA,2453,N5FCAA,LAX,DFW,700,654.0,-6.0,14.0,708.0,186.0,188.0,156.0,1235,1144.0,18.0,1206,1202.0,-4.0,0,0,,,,,,
2015,5,3,7,B6,695,N348JB,HPN,MCO,2050,2040.0,-10.0,8.0,2048.0,153.0,150.0,128.0,972,2256.0,14.0,2323,2310.0,-13.0,0,0,,,,,,
2015,11,15,7,OO,3485,N709BR,SAN,SLC,1040,1045.0,5.0,18.0,1103.0,124.0,112.0,86.0,626,1329.0,8.0,1344,1337.0,-7.0,0,0,,,,,,
2015,11,20,5,B6,1206,N651JB,PDX,JFK,2154,2255.0,61.0,9.0,2304.0,300.0,277.0,265.0,2454,629.0,3.0,554,632.0,38.0,0,0,,0.0,0.0,6.0,32.0,0.0
2015,6,1,1,US,1838,N946UW,BOS,PHL,2030,2329.0,179.0,20.0,2349.0,85.0,94.0,67.0,280,56.0,7.0,2155,103.0,188.0,0,0,,9.0,0.0,0.0,179.0,0.0
2015,2,20,5,WN,608,N919WN,JAX,ATL,1850,1848.0,-2.0,24.0,1912.0,70.0,94.0,60.0,270,2012.0,10.0,2000,2022.0,22.0,0,0,,22.0,0.0,0.0,0.0,0.0
2015,3,2,1,WN,1156,N299WN,ATL,SFO,850,849.0,-1.0,20.0,909.0,335.0,335.0,311.0,2139,1120.0,4.0,1125,1124.0,-1.0,0,0,,,,,,
2015,3,30,1,DL,2006,N317NB,LGA,MSY,800,757.0,-3.0,44.0,841.0,207.0,211.0,164.0,1183,1025.0,3.0,1027,1028.0,1.0,0,0,,,,,,
2015,4,18,6,AS,717,N461AS,SAN,SLC,2055,2048.0,-7.0,12.0,2100.0,108.0,109.0,90.0,626,2330.0,7.0,2343,2337.0,-6.0,0,0,,,,,,
2015,3,18,3,B6,1198,N763JB,MCO,LGA,1614,1750.0,96.0,40.0,1830.0,158.0,166.0,121.0,950,2031.0,5.0,1852,2036.0,104.0,0,0,,104.0,0.0,0.0,0.0,0.0
2015,3,19,4,OO,4613,N613QX,PDX,SEA,605,601.0,-4.0,16.0,617.0,55.0,54.0,32.0,129,649.0,6.0,700,655.0,-5.0,0,0,,,,,,
2015,4,6,1,UA,1175,N73406,PDX,IAH,1223,1229.0,6.0,10.0,1239.0,235.0,247.0,230.0,1825,1829.0,7.0,1818,1836.0,18.0,0,0,,12.0,0.0,6.0,0.0,0.0
2015,7,17,5,AA,632,N510UW,PHX,JFK,2140,2148.0,8.0,51.0,2239.0,290.0,306.0,248.0,2153,547.0,7.0,530,554.0,24.0,0,0,,16.0,0.0,0.0,0.0,8.0
2015,7,20,1,WN,1015,N230WN,SJC,DAL,1605,1602.0,-3.0,12.0,1614.0,210.0,223.0,202.0,1450,2136.0,9.0,2135,2145.0,10.0,0,0,,,,,,
2015,1,4,7,US,679,N545UW,JFK,PHX,959,1001.0,2.0,41.0,1042.0,333.0,349.0,305.0,2153,1347.0,3.0,1332,1350.0,18.0,0,0,,16.0,0.0,2.0,0.0,0.0
2015,12,26,6,OO,7431,N8932C,SLC,PIH,1711,1709.0,-2.0,19.0,1728.0,51.0,59.0,36.0,150,1804.0,4.0,1802,1808.0,6.0,0,0,,,,,,
2015,6,25,4,AA,1075,N436AA,DFW,ELP,1840,1855.0,15.0,22.0,1917.0,108.0,101.0,76.0,551,1933.0,3.0,1928,1936.0,8.0,0,0,,,,,,
2015,9,25,5,DL,2204,N686DA,LAX,SLC,1315,1315.0,0.0,29.0,1344.0,111.0,116.0,82.0,590,1606.0,5.0,1606,1611.0,5.0,0,0,,,,,,
2015,10,29,4,EV,2827,N671AE,11298,15412,2005,2046.0,41.0,10.0,2056.0,129.0,107.0,93.0,771,2329.0,4.0,2314,2333.0,19.0,0,0,,0.0,0.0,19.0,0.0,0.0
2015,8,6,4,AA,1145,N3LMAA,ORD,SFO,720,717.0,-3.0,12.0,729.0,282.0,273.0,258.0,1846,947.0,3.0,1002,950.0,-12.0,0,0,,,,,,
2015,9,19,6,B6,862,N587JB,SJU,BOS,1959,1956.0,-3.0,10.0,2006.0,236.0,231.0,215.0,1674,2341.0,6.0,2355,2347.0,-8.0,0,0,,,,,,
2015,2,23,1,EV,5166,N851AS,ATL,BTR,845,929.0,44.0,13.0,942.0,100.0,92.0,74.0,448,956.0,5.0,925,1001.0,36.0,0,0,,0.0,0.0,36.0,0.0,0.0
2015,8,6,4,WN,988,N205WN,MDW,RDU,645,647.0,2.0,11.0,658.0,105.0,105.0,89.0,632,927.0,5.0,930,932.0,2.0,0,0,,,,,,
